userId,tconst,rating,clusterId
1,tt0094012,5.0,155
1,tt0070608,5.0,155
1,tt0120655,5.0,155
1,tt0151137,5.0,155
1,tt0056197,4.0,155
1,tt0120689,5.0,155
1,tt0064276,4.0,155
1,tt0134119,1.0,155
1,tt0104187,3.0,155
1,tt0105417,3.0,155
1,tt0105793,5.0,155
1,tt0134084,5.0,155
1,tt0102138,5.0,155
1,tt0103060,4.0,155
1,tt0108308,4.0,155
1,tt0087985,5.0,155
1,tt0093105,5.0,155
1,tt0107050,5.0,155
1,tt0089457,4.0,155
1,tt0102057,4.0,155
1,tt0093773,4.0,155
1,tt0172495,5.0,155
1,tt0215129,4.0,155
1,tt0071807,4.0,155
1,tt0071230,5.0,155
1,tt0079501,5.0,155
1,tt0082694,5.0,155
1,tt0067741,5.0,155
1,tt0090728,4.0,155
1,tt0162650,4.0,155
1,tt0120903,5.0,155
1,tt0103241,4.0,155
1,tt0092106,4.0,155
1,tt0066026,5.0,155
2,tt0111161,3.0,33
2,tt0114694,4.0,33
2,tt0119217,4.5,33
2,tt0172495,4.0,33
2,tt0266697,4.0,33
2,tt0369339,3.5,33
2,tt0415306,4.0,33
2,tt0407887,4.0,33
2,tt0468569,4.5,33
2,tt0838283,5.0,33
2,tt0361748,4.5,33
2,tt1156398,3.0,33
2,tt1130884,4.0,33
2,tt1587707,3.0,33
2,tt1375666,4.0,33
2,tt0840361,4.5,33
2,tt1645089,5.0,33
2,tt1421373,4.0,33
2,tt1291584,5.0,33
2,tt1345836,3.5,33
2,tt1568346,2.5,33
2,tt1853728,3.5,33
2,tt0993846,5.0,33
2,tt0816692,3.0,33
2,tt2582802,4.0,33
2,tt1600196,2.0,33
2,tt0470752,3.5,33
2,tt1392190,5.0,33
2,tt4299972,5.0,33
3,tt0112792,0.5,18
3,tt0108052,0.5,18
3,tt0115956,0.5,18
3,tt0114048,0.5,18
3,tt0118114,0.5,18
3,tt0116225,5.0,18
3,tt0058385,0.5,18
3,tt0101761,0.5,18
3,tt0082846,0.5,18
3,tt0077416,0.5,18
3,tt0066206,0.5,18
3,tt0091203,3.5,18
3,tt0097351,0.5,18
3,tt0079945,3.0,18
3,tt0082198,4.5,18
3,tt0034492,0.5,18
3,tt0048280,0.5,18
3,tt0076618,0.5,18
3,tt0084827,2.0,18
3,tt0084787,4.0,18
3,tt0128853,0.5,18
3,tt0081454,5.0,18
3,tt0078087,4.5,18
3,tt0083929,0.5,18
3,tt0082694,5.0,18
3,tt0180093,0.5,18
3,tt0095488,5.0,18
3,tt0281373,0.5,18
3,tt0080836,5.0,18
3,tt0082431,5.0,18
3,tt0082677,4.5,18
3,tt0083557,5.0,18
3,tt0099699,0.5,18
3,tt0082000,5.0,18
3,tt0072913,4.5,18
3,tt0072856,5.0,18
3,tt0078062,4.5,18
3,tt0105643,5.0,18
3,tt1190080,0.5,18
4,tt0113161,3.0,16
4,tt0114746,2.0,16
4,tt0114681,3.0,16
4,tt0114369,2.0,16
4,tt0113819,3.0,16
4,tt0110877,3.0,16
4,tt0110251,4.0,16
4,tt0116324,5.0,16
4,tt0110647,1.0,16
4,tt0109508,5.0,16
4,tt0113464,3.0,16
4,tt0113677,5.0,16
4,tt0114323,2.0,16
4,tt0112471,5.0,16
4,tt0112679,1.0,16
4,tt0111797,5.0,16
4,tt0109707,2.0,16
4,tt0110005,3.0,16
4,tt0076759,5.0,16
4,tt0103994,5.0,16
4,tt0110912,1.0,16
4,tt0111149,5.0,16
4,tt0110598,5.0,16
4,tt0109045,4.0,16
4,tt0109348,4.0,16
4,tt0109484,3.0,16
4,tt0109831,3.0,16
4,tt0110478,4.0,16
4,tt0109219,2.0,16
4,tt0106677,1.0,16
4,tt0111732,2.0,16
4,tt0106977,5.0,16
4,tt0107207,5.0,16
4,tt0107507,5.0,16
4,tt0107822,1.0,16
4,tt0108149,5.0,16
4,tt0108160,1.0,16
4,tt0108358,2.0,16
4,tt0103639,4.0,16
4,tt0102926,5.0,16
4,tt0101414,3.0,16
4,tt0065214,2.0,16
4,tt0116282,5.0,16
4,tt0117060,3.0,16
4,tt0117979,4.0,16
4,tt0110480,3.0,16
4,tt0116905,4.0,16
4,tt0117991,4.0,16
4,tt0032904,5.0,16
4,tt0045152,4.0,16
4,tt0054698,4.0,16
4,tt0047396,4.0,16
4,tt0053125,5.0,16
4,tt0053291,5.0,16
4,tt0034583,5.0,16
4,tt0058385,5.0,16
4,tt0032138,5.0,16
4,tt0031381,5.0,16
4,tt0038787,5.0,16
4,tt0050658,3.0,16
4,tt0057546,4.0,16
4,tt0115640,5.0,16
4,tt0116242,3.0,16
4,tt0117802,2.0,16
4,tt0067992,4.0,16
4,tt0070707,5.0,16
4,tt0095159,2.0,16
4,tt0079470,5.0,16
4,tt0061418,5.0,16
4,tt0046912,5.0,16
4,tt0104036,3.0,16
4,tt0048545,5.0,16
4,tt0071853,5.0,16
4,tt0099703,4.0,16
4,tt0116209,1.0,16
4,tt0105488,5.0,16
4,tt0080684,5.0,16
4,tt0093779,5.0,16
4,tt0082971,3.0,16
4,tt0088846,2.0,16
4,tt0050083,5.0,16
4,tt0093191,1.0,16
4,tt0099685,4.0,16
4,tt0054215,4.0,16
4,tt0086879,4.0,16
4,tt0050212,5.0,16
4,tt0092005,4.0,16
4,tt0107048,4.0,16
4,tt0105695,4.0,16
4,tt0102536,2.0,16
4,tt0032455,5.0,16
4,tt0044706,5.0,16
4,tt0088258,4.0,16
4,tt0097576,4.0,16
4,tt0064115,3.0,16
4,tt0116996,1.0,16
4,tt0118111,5.0,16
4,tt0119008,4.0,16
4,tt0119229,4.0,16
4,tt0118655,4.0,16
4,tt0119654,3.0,16
4,tt0118883,1.0,16
4,tt0119488,2.0,16
4,tt0119164,4.0,16
4,tt0119217,1.0,16
4,tt0120255,4.0,16
4,tt0118715,4.0,16
4,tt0118566,5.0,16
4,tt0119590,3.0,16
4,tt0120176,5.0,16
4,tt0119448,2.0,16
4,tt0118798,4.0,16
4,tt0120777,3.0,16
4,tt0120787,2.0,16
4,tt0127723,4.0,16
4,tt0120762,3.0,16
4,tt0120321,4.0,16
4,tt0118789,1.0,16
4,tt0129387,3.0,16
4,tt0055614,5.0,16
4,tt0100142,2.0,16
4,tt0091369,5.0,16
4,tt0088847,4.0,16
4,tt0047478,2.0,16
4,tt0090756,4.0,16
4,tt0061852,5.0,16
4,tt0079367,4.0,16
4,tt0091790,3.0,16
4,tt0080801,5.0,16
4,tt0094721,5.0,16
4,tt0044079,5.0,16
4,tt0036342,4.0,16
4,tt0035279,5.0,16
4,tt0126604,1.0,16
4,tt0118799,1.0,16
4,tt0127536,2.0,16
4,tt0050783,4.0,16
4,tt0166396,4.0,16
4,tt0147004,5.0,16
4,tt0128445,3.0,16
4,tt0088011,4.0,16
4,tt0091605,4.0,16
4,tt0133093,1.0,16
4,tt0126250,5.0,16
4,tt0126886,5.0,16
4,tt0120915,1.0,16
4,tt0145660,4.0,16
4,tt0130827,5.0,16
4,tt0120663,2.0,16
4,tt0167404,4.0,16
4,tt0155267,1.0,16
4,tt0131325,2.0,16
4,tt0080339,5.0,16
4,tt0118843,5.0,16
4,tt0169547,5.0,16
4,tt0050814,4.0,16
4,tt0068699,4.0,16
4,tt0095270,5.0,16
4,tt0137523,2.0,16
4,tt0097123,2.0,16
4,tt0120601,4.0,16
4,tt0094012,4.0,16
4,tt0101669,5.0,16
4,tt0101605,4.0,16
4,tt0178737,3.0,16
4,tt0185125,5.0,16
4,tt0175880,4.0,16
4,tt0177789,1.0,16
4,tt0134119,4.0,16
4,tt0077269,4.0,16
4,tt0104694,4.0,16
4,tt0185014,4.0,16
4,tt0101698,3.0,16
4,tt0049730,5.0,16
4,tt0102138,4.0,16
4,tt0195685,4.0,16
4,tt0146882,2.0,16
4,tt0102057,1.0,16
4,tt0075029,5.0,16
4,tt0166175,2.0,16
4,tt0085970,1.0,16
4,tt0060176,3.0,16
4,tt0103241,3.0,16
4,tt0251739,5.0,16
4,tt0181875,4.0,16
4,tt0218839,3.0,16
4,tt0249462,4.0,16
4,tt0190332,4.0,16
4,tt0093748,3.0,16
4,tt0241303,1.0,16
4,tt0219699,3.0,16
4,tt0247196,4.0,16
4,tt0190590,3.0,16
4,tt0120202,3.0,16
4,tt0146309,4.0,16
4,tt0181865,5.0,16
4,tt0234805,3.0,16
4,tt0093260,4.0,16
4,tt0118694,3.0,16
4,tt0251031,3.0,16
4,tt0209144,2.0,16
4,tt0221027,5.0,16
4,tt0243155,4.0,16
4,tt0255094,3.0,16
4,tt0199129,2.0,16
4,tt0240913,4.0,16
4,tt0203009,1.0,16
4,tt0234288,4.0,16
4,tt0243493,3.0,16
4,tt0162346,1.0,16
4,tt0203166,3.0,16
4,tt0242587,5.0,16
4,tt0243133,3.0,16
4,tt0241527,4.0,16
4,tt0256009,4.0,16
4,tt0283509,5.0,16
5,tt0114709,4.0,34
5,tt0113161,4.0,34
5,tt0112431,4.0,34
5,tt0112818,4.0,34
5,tt0112697,3.0,34
5,tt0114814,4.0,34
5,tt0110877,5.0,34
5,tt0112573,4.0,34
5,tt0112384,3.0,34
5,tt0112462,3.0,34
5,tt0111797,4.0,34
5,tt0110005,5.0,34
5,tt0110148,3.0,34
5,tt0110367,4.0,34
5,tt0103994,3.0,34
5,tt0110322,1.0,34
5,tt0110729,5.0,34
5,tt0110912,5.0,34
5,tt0110932,3.0,34
5,tt0111282,2.0,34
5,tt0111161,3.0,34
5,tt0109040,3.0,34
5,tt0109444,3.0,34
5,tt0109831,2.0,34
5,tt0110357,3.0,34
5,tt0110475,4.0,34
5,tt0111503,2.0,34
5,tt0106220,3.0,34
5,tt0106977,4.0,34
5,tt0107206,4.0,34
5,tt0107207,5.0,34
5,tt0107943,3.0,34
5,tt0108052,5.0,34
5,tt0108071,4.0,34
5,tt0108101,3.0,34
5,tt0103639,4.0,34
5,tt0103064,3.0,34
5,tt0099348,5.0,34
5,tt0096895,3.0,34
5,tt0029583,5.0,34
5,tt0101414,5.0,34
5,tt0032910,5.0,34
5,tt0100405,3.0,34
5,tt0116282,3.0,34
6,tt0113497,4.0,13
6,tt0113228,5.0,13
6,tt0114885,3.0,13
6,tt0113041,5.0,13
6,tt0113277,4.0,13
6,tt0114319,4.0,13
6,tt0112302,3.0,13
6,tt0113189,3.0,13
6,tt0112346,4.0,13
6,tt0112453,3.0,13
6,tt0112760,4.0,13
6,tt0112641,4.0,13
6,tt0114388,4.0,13
6,tt0112281,2.0,13
6,tt0113161,2.0,13
6,tt0112722,5.0,13
6,tt0114168,4.0,13
6,tt0113627,3.0,13
6,tt0114057,4.0,13
6,tt0114011,3.0,13
6,tt0112792,3.0,13
6,tt0114746,4.0,13
6,tt0112431,4.0,13
6,tt0112818,5.0,13
6,tt0114279,4.0,13
6,tt0114272,4.0,13
6,tt0114681,3.0,13
6,tt0113347,4.0,13
6,tt0114369,4.0,13
6,tt0114814,1.0,13
6,tt0112499,4.0,13
6,tt0113419,4.0,13
6,tt0116260,4.0,13
6,tt0113862,4.0,13
6,tt0115683,3.0,13
6,tt0116839,3.0,13
6,tt0114367,4.0,13
6,tt0116731,3.0,13
6,tt0118158,5.0,13
6,tt0116151,3.0,13
6,tt0115697,2.0,13
6,tt0113972,4.0,13
6,tt0117002,4.0,13
6,tt0114825,4.0,13
6,tt0115759,4.0,13
6,tt0115907,3.0,13
6,tt0117102,1.0,13
6,tt0116483,4.0,13
6,tt0112579,3.0,13
6,tt0112573,5.0,13
6,tt0113326,4.0,13
6,tt0115645,3.0,13
6,tt0110647,3.0,13
6,tt0116130,3.0,13
6,tt0118055,3.0,13
6,tt0115685,4.0,13
6,tt0112442,4.0,13
6,tt0112342,4.0,13
6,tt0112384,4.0,13
6,tt0114287,4.0,13
6,tt0112462,3.0,13
6,tt0112642,4.0,13
6,tt0112688,3.0,13
6,tt0112715,5.0,13
6,tt0112740,3.0,13
6,tt0112851,3.0,13
6,tt0112864,3.0,13
6,tt0113071,5.0,13
6,tt0113243,3.0,13
6,tt0113464,3.0,13
6,tt0113500,3.0,13
6,tt0113690,3.0,13
6,tt0113729,1.0,13
6,tt0113749,2.0,13
6,tt0113820,3.0,13
6,tt0113957,3.0,13
6,tt0113986,3.0,13
6,tt0114241,3.0,13
6,tt0114345,2.0,13
6,tt0114496,4.0,13
6,tt0114508,3.0,13
6,tt0114663,3.0,13
6,tt0114781,3.0,13
6,tt0114798,3.0,13
6,tt0114887,4.0,13
6,tt0114898,3.0,13
6,tt0114928,3.0,13
6,tt0114938,4.0,13
6,tt0112602,4.0,13
6,tt0112508,4.0,13
6,tt0112438,3.0,13
6,tt0112571,2.0,13
6,tt0112757,3.0,13
6,tt0112679,4.0,13
6,tt0112883,3.0,13
6,tt0109635,4.0,13
6,tt0109642,5.0,13
6,tt0109686,3.0,13
6,tt0109758,2.0,13
6,tt0113117,4.0,13
6,tt0113097,4.0,13
6,tt0113198,3.0,13
6,tt0113303,3.0,13
6,tt0113199,3.0,13
6,tt0110066,5.0,13
6,tt0110006,4.0,13
6,tt0113360,3.0,13
6,tt0110099,4.0,13
6,tt0110148,3.0,13
6,tt0113463,3.0,13
6,tt0110216,3.0,13
6,tt0113501,5.0,13
6,tt0113538,3.0,13
6,tt0110367,4.0,13
6,tt0113670,5.0,13
6,tt0103994,3.0,13
6,tt0110322,3.0,13
6,tt0110443,3.0,13
6,tt0110391,3.0,13
6,tt0113691,4.0,13
6,tt0109836,3.0,13
6,tt0113755,4.0,13
6,tt0110516,4.0,13
6,tt0110527,5.0,13
6,tt0113896,3.0,13
6,tt0110684,4.0,13
6,tt0110638,3.0,13
6,tt0110632,2.0,13
6,tt0110737,3.0,13
6,tt0114151,3.0,13
6,tt0114069,4.0,13
6,tt0110413,3.0,13
6,tt0110912,2.0,13
6,tt0110963,3.0,13
6,tt0114214,3.0,13
6,tt0114296,4.0,13
6,tt0114268,3.0,13
6,tt0114571,1.0,13
6,tt0111333,3.0,13
6,tt0111112,5.0,13
6,tt0111255,4.0,13
6,tt0111282,5.0,13
6,tt0111070,4.0,13
6,tt0111161,5.0,13
6,tt0114614,1.0,13
6,tt0111280,4.0,13
6,tt0114609,3.0,13
6,tt0114852,3.0,13
6,tt0114694,5.0,13
6,tt0114888,3.0,13
6,tt0108550,5.0,13
6,tt0114924,4.0,13
6,tt0111667,4.0,13
6,tt0110598,3.0,13
6,tt0112435,3.0,13
6,tt0109040,3.0,13
6,tt0104779,3.0,13
6,tt0109348,3.0,13
6,tt0109444,5.0,13
6,tt0109446,5.0,13
6,tt0109484,4.0,13
6,tt0109504,3.0,13
6,tt0109506,4.0,13
6,tt0109450,4.0,13
6,tt0109813,4.0,13
6,tt0109830,5.0,13
6,tt0109831,3.0,13
6,tt0113305,3.0,13
6,tt0110091,3.0,13
6,tt0110093,3.0,13
6,tt0110167,4.0,13
6,tt0110213,3.0,13
6,tt0110357,5.0,13
6,tt0111686,3.0,13
6,tt0110475,4.0,13
6,tt0110478,5.0,13
6,tt0110622,4.0,13
6,tt0110771,3.0,13
6,tt0110989,3.0,13
6,tt0111257,5.0,13
6,tt0111256,3.0,13
6,tt0111503,4.0,13
6,tt0111693,3.0,13
6,tt0111742,3.0,13
6,tt0111756,3.0,13
6,tt0110027,3.0,13
6,tt0106220,3.0,13
6,tt0106226,3.0,13
6,tt0106292,4.0,13
6,tt0109198,3.0,13
6,tt0106400,3.0,13
6,tt0106452,3.0,13
6,tt0109439,5.0,13
6,tt0106582,4.0,13
6,tt0106598,3.0,13
6,tt0109480,3.0,13
6,tt0106673,4.0,13
6,tt0106873,3.0,13
6,tt0111732,4.0,13
6,tt0106918,4.0,13
6,tt0106965,3.0,13
6,tt0106977,5.0,13
6,tt0107004,3.0,13
6,tt0109891,3.0,13
6,tt0107144,2.0,13
6,tt0112966,4.0,13
6,tt0107151,4.0,13
6,tt0110097,3.0,13
6,tt0107206,4.0,13
6,tt0107207,4.0,13
6,tt0108551,4.0,13
6,tt0107290,5.0,13
6,tt0107362,3.0,13
6,tt0107478,3.0,13
6,tt0107497,3.0,13
6,tt0107501,4.0,13
6,tt0107554,3.0,13
6,tt0116253,3.0,13
6,tt0107616,3.0,13
6,tt0107614,5.0,13
6,tt0110657,3.0,13
6,tt0110687,3.0,13
6,tt0107818,4.0,13
6,tt0107822,3.0,13
6,tt0107840,3.0,13
6,tt0107943,4.0,13
6,tt0110971,4.0,13
6,tt0107977,3.0,13
6,tt0108002,3.0,13
6,tt0108052,3.0,13
6,tt0108071,3.0,13
6,tt0111127,3.0,13
6,tt0111194,3.0,13
6,tt0111201,3.0,13
6,tt0108160,3.0,13
6,tt0108162,3.0,13
6,tt0108186,4.0,13
6,tt0108174,3.0,13
6,tt0108255,2.0,13
6,tt0111400,3.0,13
6,tt0108333,3.0,13
6,tt0108358,5.0,13
6,tt0110363,4.0,13
6,tt0110366,3.0,13
6,tt0099653,5.0,13
6,tt0103639,5.0,13
6,tt0103064,3.0,13
6,tt0099348,5.0,13
6,tt0096895,3.0,13
6,tt0102926,4.0,13
6,tt0029583,4.0,13
6,tt0101414,5.0,13
6,tt0032910,3.0,13
6,tt0100405,4.0,13
6,tt0112625,3.0,13
6,tt0116282,3.0,13
6,tt0116552,4.0,13
6,tt0065421,5.0,13
6,tt0117381,3.0,13
6,tt0115509,4.0,13
6,tt0117608,4.0,13
6,tt0116095,1.0,13
6,tt0115956,4.0,13
6,tt0116287,3.0,13
6,tt0112536,3.0,13
6,tt0117774,3.0,13
6,tt0116289,3.0,13
6,tt0112368,4.0,13
6,tt0117420,3.0,13
6,tt0117979,4.0,13
6,tt0095776,5.0,13
6,tt0115851,3.0,13
6,tt0116322,4.0,13
6,tt0117108,2.0,13
6,tt0117998,5.0,13
6,tt0117768,3.0,13
6,tt0117765,1.0,13
6,tt0116669,3.0,13
6,tt0063715,3.0,13
6,tt0116629,5.0,13
6,tt0116583,5.0,13
6,tt0111237,3.0,13
6,tt0116365,3.0,13
6,tt0116493,3.0,13
6,tt0117333,4.0,13
6,tt0118073,3.0,13
6,tt0116313,5.0,13
6,tt0116353,4.0,13
6,tt0117008,3.0,13
6,tt0116191,4.0,13
6,tt0115986,3.0,13
6,tt0117826,3.0,13
6,tt0117718,4.0,13
6,tt0117918,4.0,13
6,tt0115836,3.0,13
6,tt0116654,3.0,13
6,tt0116311,3.0,13
6,tt0113596,3.0,13
6,tt0113253,3.0,13
6,tt0114007,3.0,13
6,tt0118927,3.0,13
6,tt0116329,4.0,13
6,tt0117039,4.0,13
6,tt0116830,4.0,13
6,tt0115438,2.0,13
6,tt0116421,4.0,13
6,tt0115862,4.0,13
6,tt0117887,3.0,13
6,tt0116409,5.0,13
6,tt0117665,4.0,13
6,tt0115491,4.0,13
6,tt0067992,3.0,13
6,tt0068334,4.0,13
6,tt0061418,3.0,13
7,tt0114709,4.5,47
7,tt0114814,4.5,47
7,tt0110877,3.0,47
7,tt0112384,4.5,47
7,tt0112864,4.0,47
7,tt0076759,5.0,47
7,tt0109830,5.0,47
7,tt0111503,3.0,47
7,tt0107144,5.0,47
7,tt0107290,5.0,47
7,tt0099653,2.0,47
7,tt0103639,3.0,47
7,tt0103064,2.5,47
7,tt0096895,3.0,47
7,tt0102926,5.0,47
7,tt0101414,3.5,47
7,tt0117060,4.0,47
7,tt0057012,4.0,47
7,tt0116629,4.5,47
7,tt0031381,3.0,47
7,tt0062622,4.0,47
7,tt0092099,4.0,47
7,tt0116209,1.5,47
7,tt0080684,4.0,47
7,tt0078788,4.0,47
7,tt0086190,4.0,47
7,tt0054215,5.0,47
7,tt0080455,4.5,47
7,tt0088247,5.0,47
7,tt0097165,1.5,47
7,tt0088763,5.0,47
7,tt0118655,3.5,47
7,tt0118884,5.0,47
7,tt0099810,4.0,47
7,tt0119488,3.0,47
7,tt0120382,3.0,47
7,tt0119822,0.5,47
7,tt0120591,4.0,47
7,tt0129387,1.5,47
7,tt0075148,4.5,47
7,tt0047478,5.0,47
7,tt0118799,2.0,47
7,tt0120660,3.5,47
7,tt0063442,5.0,47
7,tt0120915,1.5,47
7,tt0078346,3.0,47
7,tt0125439,4.5,47
7,tt0145660,2.0,47
7,tt0144214,2.5,47
7,tt0120891,1.5,47
7,tt0097428,3.5,47
7,tt0167404,4.5,47
7,tt0169547,4.0,47
7,tt0120363,4.5,47
7,tt0183523,1.5,47
7,tt0195685,4.5,47
7,tt0172495,1.5,47
7,tt0120755,1.0,47
7,tt0120903,3.5,47
7,tt0102510,5.0,47
7,tt0210945,4.0,47
7,tt0160127,2.5,47
7,tt0217869,3.0,47
7,tt0207201,4.0,47
7,tt0215750,2.0,47
7,tt0243155,2.0,47
7,tt0126029,4.0,47
7,tt0213149,0.5,47
7,tt0212720,4.5,47
7,tt0133152,1.0,47
7,tt0247638,1.5,47
7,tt0219965,1.5,47
7,tt0272152,3.0,47
7,tt0198781,4.0,47
7,tt0241527,4.0,47
7,tt0240772,4.0,47
7,tt0120737,4.5,47
7,tt0268978,4.5,47
7,tt0268380,3.5,47
7,tt0145487,3.5,47
7,tt0121765,0.5,47
7,tt0181689,4.0,47
7,tt0120912,3.0,47
7,tt0257044,3.0,47
7,tt0286106,1.5,47
7,tt0245429,5.0,47
7,tt0295297,4.5,47
7,tt0167261,4.5,47
7,tt0264464,4.0,47
7,tt0299658,4.5,47
7,tt0290334,4.0,47
7,tt0234215,4.0,47
7,tt0286716,0.5,47
7,tt0325980,4.5,47
7,tt0332379,4.5,47
7,tt0242653,2.0,47
7,tt0325710,4.5,47
7,tt0167260,4.0,47
7,tt0337909,3.0,47
7,tt0328107,4.0,47
7,tt0069947,4.5,47
7,tt0298148,3.5,47
7,tt0304141,2.5,47
7,tt0327162,2.0,47
7,tt0364725,4.5,47
7,tt0316654,4.5,47
7,tt0372183,3.5,47
7,tt0327554,1.0,47
7,tt0368447,1.0,47
7,tt0369339,4.5,47
7,tt0368933,1.5,47
7,tt0346156,1.0,47
7,tt0356618,3.5,47
7,tt0307453,1.0,47
7,tt0349710,4.5,47
7,tt0375063,4.0,47
7,tt0387564,4.0,47
7,tt0350258,3.5,47
7,tt0317705,4.0,47
7,tt0338348,1.0,47
7,tt0308644,2.5,47
7,tt0368891,2.5,47
7,tt0349903,4.0,47
